date,hour,weekday,month,holiday,event_type,temperature,humidity,windspeed,rainfall,station_id,available_bikes,total_docks,rentals,user_id,bike_id,ride_duration,distance_km,co2_saved_g,eco_score,usage_hours,maintenance_due,days_since_service
2022-06-15,22,2,6,False,None,23.43,47.25,14.7,0.0,58,48,34,40,1394,649,9,2.56,307.2,8.0,1499.4,False,61
2022-06-15,11,2,6,False,None,24.7,77.71,3.05,0.0,21,29,27,52,2680,2518,15,3.44,412.8,9.6,170.9,False,161
2022-06-15,12,2,6,False,None,21.71,41.75,7.58,0.0,1,60,28,70,1816,1806,11,1.82,218.4,3.5,1065.4,False,135
2022-06-15,18,2,6,False,Concert,24.26,34.99,2.13,0.0,23,23,37,115,2335,1084,55,13.86,1663.2,39.0,511.3,False,76
2022-06-15,21,2,6,False,None,27.76,93.01,10.55,12.27,39,56,53,49,2207,2397,2,0.93,111.6,3.9,1123.1,False,205
2022-06-15,12,2,6,False,None,25.03,49.08,21.67,0.0,49,49,45,62,3243,1153,3,1.1,132.0,3.4,287.1,False,12
2022-06-15,11,2,6,False,None,21.06,33.94,2.35,19.17,3,20,60,43,1841,1506,7,1.84,220.8,8.5,316.2,False,235
2022-06-15,19,2,6,False,None,26.45,39.17,14.83,28.49,12,40,56,68,4976,2409,20,5.65,678.0,16.4,1959.4,True,165
2022-06-15,2,2,6,False,Sports,19.22,44.46,8.94,6.26,29,16,30,81,1020,1718,2,0.2,24.0,0.2,1569.3,True,174
2022-06-15,2,2,6,False,None,26.78,92.3,7.29,0.0,73,10,77,13,1911,2692,3,1.07,128.4,3.7,88.2,False,232
2022-06-15,13,2,6,True,None,23.43,31.05,17.55,0.0,20,50,58,77,1336,894,28,6.8,816.0,22.4,1860.7,True,136
2022-06-15,17,2,6,False,None,30.7,81.53,2.21,0.0,64,40,21,80,3077,2721,17,4.12,494.4,12.8,1027.4,False,290
2022-06-15,18,2,6,False,None,20.65,80.76,5.29,0.39,42,60,49,71,3415,42,71,17.67,2120.4,54.7,26.9,False,99
2022-06-15,9,2,6,False,None,24.9,62.48,3.74,0.0,36,7,47,47,1538,666,44,11.07,1328.4,34.5,1366.3,False,95
2022-06-16,16,3,6,False,None,21.67,90.64,0.29,9.23,32,9,32,34,1293,764,26,5.24,628.8,12.2,55.3,False,67
2022-06-16,14,3,6,False,Concert,23.87,30.87,14.72,0.0,46,24,34,93,1822,1468,18,4.03,483.6,10.5,1789.5,True,297
2022-06-16,18,3,6,False,None,31.51,62.19,11.64,0.0,51,37,46,75,2764,2328,33,8.32,998.4,22.5,1588.6,True,240
2022-06-16,8,3,6,False,None,23.82,46.47,15.15,0.0,33,44,42,67,3926,1157,37,10.06,1207.2,32.7,1819.6,True,184
2022-06-16,3,3,6,True,None,21.4,79.53,16.11,0.0,58,6,48,33,4090,1422,79,20.34,2440.8,62.2,472.8,False,310
2022-06-16,14,3,6,False,None,26.89,41.26,19.01,21.24,8,30,20,47,2640,1905,37,9.33,1119.6,25.9,18.4,False,181
2022-06-16,18,3,6,False,None,23.93,86.88,14.44,0.0,68,15,59,56,2815,2928,29,7.72,926.4,23.5,802.9,False,161
2022-06-16,15,3,6,False,None,23.92,56.36,8.84,0.0,57,43,31,60,2861,2386,64,16.03,1923.6,46.8,289.6,False,176
2022-06-16,7,3,6,False,None,23.98,38.83,15.16,0.0,46,14,26,59,1870,333,2,0.2,24.0,0.0,142.0,False,146
2022-06-16,16,3,6,False,None,23.99,32.26,9.97,0.0,55,55,27,66,1478,1359,100,24.67,2960.4,75.1,1598.1,True,119
2022-06-16,20,3,6,True,None,28.48,74.81,18.76,0.0,32,35,26,60,2663,1826,17,3.51,421.2,12.7,1038.9,False,12
2022-06-16,0,3,6,False,None,20.31,90.35,18.91,0.0,19,58,40,24,4593,2110,34,8.25,990.0,27.5,417.6,False,363
2022-06-16,6,3,6,True,None,25.2,93.04,5.9,5.83,8,39,77,64,3039,656,15,4.04,484.8,12.1,487.5,False,310
2022-06-16,20,3,6,False,None,25.79,86.83,0.95,0.0,37,19,64,33,1086,2405,69,17.33,2079.6,56.9,348.8,False,44
2022-06-16,17,3,6,False,None,25.47,55.32,6.4,0.0,58,5,46,55,4837,772,38,9.16,1099.2,27.8,382.3,False,22
2022-06-16,11,3,6,False,None,21.65,88.88,21.5,0.0,37,29,60,34,3412,2794,3,0.2,24.0,1.1,1044.0,False,320
2022-06-16,15,3,6,False,None,21.92,71.84,27.04,0.0,30,8,41,24,1128,2731,4,1.23,147.6,3.7,1883.0,True,362
2022-06-16,0,3,6,False,None,24.04,34.12,0.02,0.0,12,14,40,29,3587,1203,73,18.57,2228.4,57.5,62.9,False,358
2022-06-17,14,4,6,False,None,22.0,41.11,19.12,0.0,58,47,77,54,4998,1396,18,4.28,513.6,12.3,378.2,False,28
2022-06-17,6,4,6,False,None,25.94,55.03,6.55,0.0,22,57,38,63,4169,1554,3,0.91,109.2,1.1,1049.4,False,364
2022-06-17,16,4,6,False,None,28.54,49.9,8.09,0.0,23,19,65,53,1009,664,34,8.84,1060.8,23.1,454.5,False,336
2022-06-17,2,4,6,False,None,25.18,51.84,20.7,0.0,66,54,57,37,3806,306,16,5.2,624.0,12.7,872.3,False,165
2022-06-17,10,4,6,False,None,24.06,77.77,14.62,0.0,36,56,53,64,2991,2595,5,1.43,171.6,3.1,1561.1,True,284
2022-06-17,5,4,6,False,None,18.59,33.83,19.32,1.75,52,54,66,50,4421,51,9,1.39,166.8,4.5,1579.0,True,97
2022-06-17,5,4,6,False,None,25.89,69.38,9.2,0.0,59,42,22,46,2562,2815,3,0.8,96.0,1.7,1690.8,True,319
2022-06-17,14,4,6,False,None,22.62,51.88,19.82,0.0,60,55,22,59,4349,2961,27,8.19,982.8,25.1,353.6,False,360
2022-06-17,6,4,6,False,None,24.01,87.36,10.12,0.0,64,56,23,50,4660,2461,33,8.55,1026.0,26.1,1455.3,False,113
2022-06-17,10,4,6,False,None,22.79,33.72,12.23,0.0,32,21,63,47,4938,2986,2,0.51,61.2,1.9,1519.6,True,354
2022-06-17,16,4,6,False,None,24.35,93.16,15.95,29.25,49,6,47,17,1997,2348,27,7.02,842.4,20.3,1317.2,False,270
2022-06-17,22,4,6,False,None,25.63,35.26,9.43,0.0,66,40,56,45,2813,1114,9,2.83,339.6,7.2,483.4,False,353
2022-06-17,17,4,6,False,None,26.21,58.24,26.15,31.05,4,20,59,45,2005,2058,71,17.16,2059.2,53.8,205.2,False,351
2022-06-17,21,4,6,False,None,28.15,85.71,5.84,0.0,8,40,47,45,4201,2565,6,1.44,172.8,3.4,147.1,False,129
2022-06-17,23,4,6,False,None,24.38,50.92,17.11,0.0,65,9,77,33,1281,940,12,3.1,372.0,8.4,1154.6,False,205
2022-06-17,20,4,6,False,None,24.33,85.26,8.81,28.87,9,26,77,17,2469,1970,86,22.72,2726.4,70.8,321.0,False,20
2022-06-17,18,4,6,False,None,28.71,92.61,17.75,0.0,27,38,66,58,4024,2413,24,6.26,751.2,21.5,998.9,False,151
2022-06-17,7,4,6,False,None,27.64,37.98,13.32,0.0,28,47,61,71,3240,2779,3,0.71,85.2,1.4,1601.5,True,190
2022-06-17,23,4,6,True,None,28.87,61.02,17.71,8.09,1,47,31,61,1082,813,8,1.69,202.8,4.3,1714.2,True,56
2022-06-17,19,4,6,False,Festival,27.82,45.0,5.56,0.0,42,26,57,94,3735,2919,20,4.63,555.6,16.8,1540.8,True,203
2022-06-17,7,4,6,False,None,32.31,79.86,12.41,0.0,6,60,76,77,3920,2617,23,5.47,656.4,18.3,829.9,False,347
2022-06-17,20,4,6,False,Festival,27.23,37.02,9.99,0.0,35,56,69,86,1393,2539,2,1.0,120.0,2.9,1805.5,True,78
2022-06-18,10,5,6,False,None,21.8,80.36,7.04,0.0,15,54,78,57,4249,1708,29,6.66,799.2,20.8,1711.5,True,295
2022-06-18,20,5,6,False,None,27.23,73.9,9.39,0.0,10,21,68,52,1306,2786,8,2.23,267.6,9.5,1038.5,False,111
2022-06-18,2,5,6,False,None,26.11,71.04,9.86,0.0,46,38,69,52,2477,205,10,2.97,356.4,10.5,1063.5,False,179
2022-06-18,22,5,6,True,None,23.89,58.23,12.58,0.0,65,21,30,62,2137,522,22,6.07,728.4,17.5,1805.1,True,201
2022-06-18,13,5,6,False,None,23.58,62.6,9.26,0.0,20,25,75,56,4670,699,20,4.76,571.2,7.9,1812.9,True,246
2022-06-18,8,5,6,False,None,24.48,36.53,4.72,0.0,30,17,74,73,2904,1360,4,0.33,39.6,0.0,1604.4,True,135
2022-06-18,0,5,6,False,None,18.58,47.54,18.12,0.0,42,23,20,36,2893,834,18,3.65,438.0,10.3,1398.0,False,153
2022-06-18,0,5,6,False,None,17.36,89.37,11.2,0.0,10,46,79,40,3356,536,27,6.25,750.0,16.5,470.4,False,334
2022-06-18,11,5,6,False,None,25.24,58.73,9.23,1.96,52,20,23,56,2484,1577,26,6.33,759.6,19.3,1356.6,False,136
2022-06-18,10,5,6,False,Concert,23.51,56.19,10.98,0.0,23,24,65,106,2120,2741,2,0.4,48.0,4.8,403.0,False,244
2022-06-18,20,5,6,False,None,23.35,33.08,12.62,0.0,20,49,69,65,1441,1921,30,7.65,918.0,22.5,1721.7,True,151
2022-06-18,0,5,6,False,None,23.96,87.48,1.13,0.0,34,26,77,38,4522,632,11,2.38,285.6,8.5,119.8,False,41
2022-06-18,19,5,6,False,Festival,20.39,78.97,8.07,0.0,38,13,51,79,4077,1079,11,2.55,306.0,8.1,1256.8,False,43
2022-06-18,11,5,6,False,None,27.22,35.96,23.5,0.0,1,13,24,63,2434,2483,67,16.38,1965.6,51.0,1599.5,True,129
2022-06-18,16,5,6,False,None,24.1,39.76,11.04,0.0,19,46,23,69,3988,2413,53,13.43,1611.6,41.4,63.4,False,89
2022-06-19,14,6,6,False,None,25.11,38.04,12.85,0.0,64,31,64,63,4113,2097,9,1.95,234.0,7.3,1219.8,False,143
2022-06-19,1,6,6,False,None,27.82,72.46,18.31,0.0,42,55,68,48,4582,2086,9,1.63,195.6,5.9,1334.4,False,3
2022-06-19,17,6,6,False,Concert,23.97,40.33,5.6,1.88,45,8,62,113,1144,1482,3,1.33,159.6,5.3,1605.1,True,152
2022-06-19,15,6,6,False,None,27.67,94.68,4.37,0.0,45,30,67,67,1030,1189,2,0.75,90.0,0.4,986.8,False,173
2022-06-19,3,6,6,False,None,26.09,67.29,14.55,0.0,17,24,52,33,3173,1436,2,1.06,127.2,1.1,1138.0,False,161
2022-06-19,7,6,6,False,None,27.65,86.56,14.39,0.0,65,4,34,60,4928,2613,4,0.49,58.8,3.8,267.3,False,54
2022-06-19,1,6,6,False,None,27.9,77.45,10.18,0.0,60,53,27,48,2265,1014,2,0.68,81.6,1.3,622.8,False,217
2022-06-19,13,6,6,False,None,26.54,31.59,12.73,0.0,53,35,72,69,3429,2262,11,2.21,265.2,4.6,1817.3,True,146
2022-06-19,14,6,6,False,None,24.73,57.37,16.04,5.84,33,25,52,64,1575,198,27,5.63,675.6,17.4,1110.1,False,233
2022-06-19,8,6,6,False,None,26.49,53.51,3.18,0.0,30,28,69,75,3512,2116,26,6.41,769.2,20.8,630.2,False,333
2022-06-19,1,6,6,False,None,21.86,91.89,8.98,0.0,14,59,39,46,3792,1883,8,2.08,249.6,7.2,901.6,False,358
2022-06-19,16,6,6,False,None,26.14,51.99,11.28,0.0,40,8,44,59,3327,2164,6,1.91,229.2,6.3,125.6,False,22
2022-06-19,9,6,6,False,None,27.39,74.68,4.5,0.0,54,7,53,59,1724,910,3,1.3,156.0,5.6,141.1,False,35
2022-06-19,8,6,6,False,None,22.13,68.32,9.2,0.0,71,60,28,86,2662,1496,16,3.95,474.0,12.0,713.8,False,149
2022-06-19,1,6,6,False,None,28.86,77.88,9.8,0.0,21,19,63,32,2662,305,13,2.49,298.8,7.2,206.3,False,279
2022-06-19,23,6,6,False,None,24.82,33.98,0.34,0.0,50,20,35,47,1522,1816,36,7.59,910.8,24.4,1078.9,False,53
2022-06-19,18,6,6,False,None,26.15,90.5,27.19,0.0,53,49,32,80,2434,461,75,18.02,2162.4,54.7,1526.7,True,354
2022-06-20,16,0,6,False,None,21.39,94.55,11.41,0.0,8,57,70,53,1431,1240,28,7.81,937.2,24.8,537.2,False,14
2022-06-20,10,0,6,False,None,18.34,66.03,26.25,0.0,42,7,25,21,1991,1275,7,1.76,211.2,7.4,488.2,False,177
2022-06-20,16,0,6,False,None,28.64,40.68,0.65,0.0,16,56,75,75,2214,1661,2,0.81,97.2,2.8,1869.7,True,104
2022-06-20,9,0,6,False,None,24.59,86.51,4.19,0.0,48,31,29,59,2837,293,12,3.14,376.8,6.5,1187.5,False,226
2022-06-20,17,0,6,False,None,27.96,72.08,0.5,0.0,27,34,71,73,2644,872,19,3.43,411.6,7.5,636.1,False,270
2022-06-20,22,0,6,False,None,24.46,70.56,16.02,0.0,56,37,47,40,3477,1184,66,16.59,1990.8,50.9,292.0,False,106
2022-06-20,5,0,6,True,None,22.39,87.52,15.62,0.0,44,11,57,43,4864,948,21,5.42,650.4,13.0,134.6,False,73
2022-06-20,15,0,6,False,None,30.2,77.55,15.91,0.0,19,13,32,47,4805,2222,19,5.14,616.8,13.1,179.1,False,27
2022-06-20,17,0,6,True,None,24.78,89.78,3.29,0.0,33,20,69,81,3969,1684,14,3.8,456.0,12.1,1773.6,True,347
2022-06-20,19,0,6,False,None,25.34,92.24,22.97,32.89,32,33,30,47,3969,31,5,0.93,111.6,5.2,1712.0,True,169
2022-06-20,17,0,6,False,None,24.48,52.42,23.48,0.0,27,38,46,69,1752,1749,2,0.2,24.0,1.2,1093.1,False,332
2022-06-20,0,0,6,False,None,20.72,42.86,21.63,0.0,25,52,73,33,2131,1411,2,0.2,24.0,0.6,244.0,False,91
2022-06-20,2,0,6,False,Festival,26.62,55.05,4.82,0.0,59,3,75,39,3964,1339,15,3.65,438.0,10.2,1193.7,False,240
2022-06-20,14,0,6,False,Concert,26.26,92.89,22.74,0.0,34,32,74,83,4051,1002,12,2.69,322.8,7.4,876.7,False,47
2022-06-20,19,0,6,False,None,27.68,42.44,17.78,0.0,72,10,41,54,1867,2698,30,7.84,940.8,20.8,834.9,False,245
2022-06-20,9,0,6,False,None,22.56,68.42,10.84,0.0,74,28,45,57,3058,579,62,15.56,1867.2,46.0,326.2,False,361
2022-06-20,20,0,6,False,None,20.27,35.48,4.79,0.0,57,40,49,55,2122,925,29,6.93,831.6,20.9,1119.7,False,364
2022-06-20,4,0,6,False,None,26.72,84.11,11.22,0.0,61,18,65,16,3857,2283,35,8.92,1070.4,28.8,1099.7,False,239
2022-06-20,14,0,6,False,None,28.92,73.43,20.55,0.0,71,4,71,34,4744,1172,20,5.3,636.0,14.6,925.2,False,34
2022-06-20,22,0,6,False,Concert,20.18,63.94,16.47,0.0,60,34,74,68,4152,693,9,2.9,348.0,10.3,1326.0,False,58
2022-06-20,13,0,6,False,None,20.81,70.95,7.55,1.3,58,49,74,63,4319,2477,16,3.8,456.0,12.5,538.6,False,29
2022-06-20,14,0,6,False,Festival,23.35,37.61,12.31,0.0,18,31,74,80,3047,925,4,0.82,98.4,2.5,12.7,False,83
2022-06-20,9,0,6,False,None,20.52,85.99,3.56,0.0,2,3,40,39,2846,1417,13,3.42,410.4,9.1,801.8,False,342
2022-06-21,23,1,6,False,None,23.82,52.11,12.26,0.52,12,6,28,20,3158,2853,29,6.39,766.8,17.7,1528.7,True,224
2022-06-21,8,1,6,False,None,26.13,40.99,0.13,0.0,1,31,65,67,2530,165,11,3.46,415.2,11.4,953.7,False,150
2022-06-21,11,1,6,False,None,27.19,30.96,8.05,0.0,68,34,31,63,3776,2077,12,2.9,348.0,4.1,19.1,False,200
2022-06-21,6,1,6,False,None,26.62,33.95,21.84,4.63,71,31,34,47,1322,2719,51,11.84,1420.8,40.0,820.6,False,113
2022-06-21,4,1,6,False,None,24.55,73.66,25.36,0.0,24,60,37,36,1074,1327,25,6.73,807.6,21.8,1404.3,False,29
2022-06-21,23,1,6,False,None,28.84,76.7,9.37,0.0,61,56,26,44,2282,253,2,0.47,56.4,6.9,727.7,False,197
2022-06-21,9,1,6,False,None,19.28,39.68,16.26,0.0,40,52,48,58,3300,1246,2,1.09,130.8,5.9,366.8,False,287
2022-06-21,7,1,6,False,None,21.83,69.37,36.12,8.14,30,39,45,48,3145,1208,33,8.52,1022.4,25.2,1392.8,False,69
2022-06-21,21,1,6,False,None,25.1,61.4,27.29,0.0,52,53,41,49,1702,2398,75,18.93,2271.6,55.5,889.0,False,336
2022-06-21,19,1,6,False,None,22.69,90.92,9.27,0.0,22,43,60,66,3652,1889,67,16.75,2010.0,52.2,526.4,False,55
2022-06-21,15,1,6,False,None,24.58,73.24,3.62,1.24,60,6,46,42,3957,1474,2,0.69,82.8,0.3,1751.1,True,95
2022-06-21,11,1,6,False,None,26.44,63.82,12.06,0.0,22,7,78,43,1094,2077,14,3.22,386.4,9.5,966.9,False,19
2022-06-21,8,1,6,True,None,23.34,48.45,27.9,0.0,20,18,53,63,3415,493,12,2.91,349.2,10.5,1308.6,False,165
2022-06-21,9,1,6,False,Festival,23.36,60.02,4.63,0.0,53,30,64,86,2726,1336,4,1.04,124.8,2.0,1062.7,False,111
2022-06-21,15,1,6,False,None,24.21,46.06,2.3,0.0,73,21,57,49,2945,430,24,6.33,759.6,17.4,1113.3,False,112
2022-06-21,9,1,6,False,None,27.63,74.1,16.54,0.0,28,44,64,63,3686,509,4,1.68,201.6,5.9,1016.9,False,292
2022-06-21,8,1,6,False,None,26.9,68.62,13.55,0.0,5,14,30,58,1208,771,22,5.58,669.6,15.3,1651.0,True,254
2022-06-21,2,1,6,False,None,27.41,49.26,13.59,0.0,44,15,41,17,4721,2528,34,7.98,957.6,23.3,281.8,False,28
2022-06-21,18,1,6,False,None,25.45,30.78,11.83,0.0,46,50,51,87,1053,1922,9,2.05,246.0,5.2,1861.3,True,299
2022-06-21,10,1,6,False,None,25.53,93.88,11.05,0.0,23,55,55,59,4302,1578,7,1.45,174.0,2.5,534.5,False,188
2022-06-21,5,1,6,False,None,28.49,33.44,3.47,0.0,10,55,31,66,1354,400,5,0.9,108.0,6.8,1450.8,False,299
2022-06-21,5,1,6,False,None,22.43,65.56,15.15,0.0,7,55,79,62,1638,2973,8,2.28,273.6,8.2,577.6,False,317
2022-06-21,14,1,6,False,None,28.57,85.38,12.27,0.0,34,57,37,55,4199,2690,2,0.21,25.2,1.0,1432.4,False,303
2022-06-22,14,2,6,False,None,25.52,70.37,27.08,0.0,46,38,28,45,3656,1606,17,3.97,476.4,11.1,728.8,False,336
2022-06-22,12,2,6,False,None,25.15,68.15,10.13,0.0,51,23,30,43,2148,2596,35,9.0,1080.0,27.4,796.6,False,93
2022-06-22,21,2,6,False,None,23.48,76.48,12.97,0.0,19,22,56,38,2202,1792,8,1.24,148.8,8.6,1703.1,True,326
2022-06-22,4,2,6,False,None,28.63,50.03,0.94,0.0,15,39,37,44,1264,2592,21,5.96,715.2,19.3,1756.1,True,138
2022-06-22,13,2,6,False,None,27.53,55.33,3.74,0.0,66,22,77,45,3471,1686,22,4.65,558.0,14.3,86.7,False,145
2022-06-22,20,2,6,False,None,20.94,35.49,16.78,0.0,45,21,48,41,1429,2276,4,1.39,166.8,3.1,1305.9,False,215
2022-06-22,1,2,6,False,None,25.97,30.31,26.82,0.0,25,32,70,29,4756,2161,19,4.37,524.4,15.8,527.0,False,210
2022-06-22,22,2,6,False,None,22.83,47.2,14.05,2.08,35,18,49,29,1892,81,2,1.1,132.0,5.5,1370.2,False,57
2022-06-22,11,2,6,False,None,24.2,82.93,10.09,0.0,8,6,33,43,1405,2684,19,4.88,585.6,12.8,1327.3,False,290
2022-06-22,19,2,6,False,None,20.47,69.75,0.35,0.0,19,13,53,57,4831,2586,127,31.31,3757.2,93.2,138.6,False,257
2022-06-22,13,2,6,True,None,25.47,39.06,13.14,0.0,69,15,37,57,2452,515,12,3.45,414.0,9.3,499.9,False,222
2022-06-22,18,2,6,False,None,25.62,57.72,21.39,0.0,38,24,52,54,3085,2688,9,1.86,223.2,5.6,845.6,False,93
2022-06-22,23,2,6,False,None,25.81,31.27,7.4,31.17,7,21,28,26,1968,2877,5,1.9,228.0,2.3,1166.2,False,290
2022-06-22,19,2,6,False,None,23.78,82.15,7.42,0.0,41,31,63,58,1006,1428,39,9.71,1165.2,34.4,1145.0,False,75
2022-06-22,14,2,6,False,None,24.17,59.97,4.75,40.09,12,13,69,34,3454,1690,15,3.04,364.8,6.1,818.8,False,12
2022-06-22,19,2,6,False,None,19.35,48.0,18.89,0.0,51,52,35,71,2637,2715,39,9.44,1132.8,25.5,1148.7,False,60
2022-06-22,23,2,6,False,None,27.89,79.93,12.26,0.0,45,59,26,48,3299,1520,61,14.87,1784.4,43.2,1196.2,False,186
2022-06-22,16,2,6,False,None,19.68,93.07,9.47,0.0,33,54,72,45,4319,1634,50,12.25,1470.0,36.9,29.3,False,265
2022-06-22,13,2,6,False,None,26.2,56.21,16.88,0.0,2,11,78,43,1198,2655,47,10.97,1316.4,29.3,136.2,False,336
2022-06-22,22,2,6,False,None,24.32,79.75,7.11,0.0,5,37,22,30,2677,1951,6,0.96,115.2,0.7,1173.7,False,66
2022-06-22,17,2,6,False,None,26.72,50.88,3.44,0.0,50,32,58,82,4970,64,19,3.94,472.8,12.8,1248.2,False,302
2022-06-22,21,2,6,False,None,25.45,79.27,13.83,0.0,44,23,25,37,4080,1754,23,5.12,614.4,14.9,1791.3,True,24
2022-06-23,23,3,6,False,None,22.05,92.73,10.49,0.0,11,3,22,12,1665,2528,4,0.72,86.4,3.6,711.8,False,300
2022-06-23,4,3,6,False,None,26.7,72.27,12.48,0.0,42,6,34,8,2864,1958,34,9.48,1137.6,28.7,647.7,False,334
2022-06-23,21,3,6,False,None,24.87,45.53,22.33,0.0,68,29,72,52,2716,2388,2,0.41,49.2,1.8,909.0,False,293
2022-06-23,11,3,6,False,None,24.32,74.86,16.24,0.0,33,51,77,54,2457,514,33,8.67,1040.4,24.9,1876.5,True,43
2022-06-23,9,3,6,False,None,25.69,84.9,3.71,1.79,65,49,22,75,2762,373,7,0.71,85.2,0.0,1382.0,False,216
2022-06-23,7,3,6,False,None,28.47,56.24,11.52,35.06,31,19,61,40,3745,2209,3,1.22,146.4,5.0,1336.0,False,18
2022-06-23,5,3,6,False,None,23.93,70.43,9.15,0.55,13,56,70,57,2919,668,5,1.37,164.4,4.2,1550.2,True,361
2022-06-23,14,3,6,False,None,26.12,46.42,9.57,0.0,35,45,73,67,1043,2184,14,3.35,402.0,9.9,1431.3,False,131
2022-06-23,11,3,6,False,None,25.63,59.55,3.56,0.0,34,49,42,69,4513,1548,15,3.71,445.2,12.0,58.1,False,38
2022-06-23,5,3,6,False,None,23.72,40.78,9.49,0.0,50,15,20,39,3346,1036,16,4.44,532.8,15.8,970.7,False,273
2022-06-24,11,4,6,False,None,23.24,84.31,6.7,0.0,73,43,44,50,1012,2493,15,3.1,372.0,9.9,616.9,False,145
2022-06-24,14,4,6,False,None,21.97,36.29,9.07,0.0,62,54,62,80,3616,627,28,7.7,924.0,24.3,20.5,False,268
2022-06-24,11,4,6,False,None,26.51,33.63,12.11,0.0,10,42,52,57,3593,1200,3,1.27,152.4,3.0,44.2,False,299
2022-06-24,8,4,6,False,Concert,23.21,64.74,9.66,0.0,9,29,23,96,3419,2997,11,2.34,280.8,5.7,1564.3,True,69
2022-06-24,18,4,6,False,None,21.2,67.86,0.22,0.0,9,44,73,70,2621,456,9,2.07,248.4,6.1,796.9,False,347
2022-06-24,20,4,6,True,None,24.83,89.69,8.28,15.09,36,34,64,53,3682,1297,2,0.51,61.2,6.0,1022.8,False,339
2022-06-24,1,4,6,False,None,27.94,43.21,7.71,0.0,63,45,52,36,1587,1558,72,18.31,2197.2,57.5,676.1,False,199
2022-06-24,12,4,6,False,None,28.5,80.57,16.55,0.0,36,12,52,38,4776,2830,3,0.93,111.6,5.0,1760.5,True,88
2022-06-24,12,4,6,False,None,16.44,71.86,14.26,0.0,40,57,20,64,3876,289,111,27.24,3268.8,79.3,938.0,False,345
2022-06-24,7,4,6,False,None,25.37,78.21,16.84,0.0,38,39,59,50,4193,2940,7,1.72,206.4,7.1,1571.6,True,88
2022-06-24,12,4,6,False,None,26.58,40.23,13.8,0.0,21,9,43,39,1056,2959,11,2.88,345.6,8.0,745.9,False,124
2022-06-24,3,4,6,False,None,26.43,59.02,12.64,0.0,13,13,51,27,3824,1815,66,15.98,1917.6,45.7,1307.6,False,110
2022-06-24,5,4,6,False,None,24.75,53.15,11.73,0.0,36,43,64,47,3555,218,27,7.93,951.6,28.4,1196.8,False,287
2022-06-24,5,4,6,True,None,29.82,75.47,19.82,0.0,64,50,75,68,2664,1557,18,4.66,559.2,16.4,424.8,False,90
2022-06-24,20,4,6,False,None,28.78,68.58,22.06,0.0,39,59,64,53,1691,2337,25,6.34,760.8,18.6,1472.9,False,345
2022-06-24,11,4,6,False,None,24.73,92.89,14.81,0.0,52,17,46,35,3054,1540,2,0.87,104.4,2.6,1424.9,False,149
2022-06-24,11,4,6,False,None,23.75,39.02,16.02,0.0,61,3,24,46,3954,34,2,0.72,86.4,0.9,1476.0,False,82
2022-06-24,16,4,6,False,None,26.01,60.78,3.87,20.89,58,19,62,39,4109,681,70,17.71,2125.2,55.8,242.4,False,261
2022-06-24,6,4,6,False,None,26.43,75.1,9.97,0.0,25,4,67,33,3959,2871,22,5.77,692.4,18.5,1330.1,False,188
2022-06-24,14,4,6,False,None,25.15,53.97,10.93,14.01,46,54,48,62,3518,851,36,9.5,1140.0,29.2,483.7,False,207
2022-06-24,23,4,6,False,None,25.41,90.01,8.37,0.0,35,59,60,42,1507,604,61,14.8,1776.0,44.3,1716.4,True,151
2022-06-24,16,4,6,True,None,29.59,85.42,24.39,0.0,60,42,47,75,3974,1291,41,10.35,1242.0,33.8,619.6,False,260
2022-06-24,9,4,6,False,None,29.67,86.74,13.59,0.0,8,31,30,60,4442,523,6,1.38,165.6,4.9,679.1,False,267
2022-06-24,22,4,6,False,None,27.34,69.59,10.75,0.0,61,60,59,51,2595,758,2,0.2,24.0,2.2,1472.8,False,82
2022-06-24,19,4,6,False,None,27.77,60.66,2.64,0.0,15,50,49,82,3838,1547,10,2.6,312.0,8.0,1132.3,False,27
2022-06-25,5,5,6,False,None,27.56,53.91,16.88,2.03,38,3,43,39,3587,830,4,1.02,122.4,2.3,1361.7,False,83
2022-06-25,8,5,6,False,None,24.4,37.78,15.55,0.0,53,41,72,88,4555,51,7,2.03,243.6,7.1,258.1,False,49
2022-06-25,14,5,6,False,None,26.35,91.64,7.07,0.0,41,43,45,67,1545,1705,65,16.44,1972.8,51.9,1667.4,True,303
2022-06-25,15,5,6,False,None,25.78,47.14,8.39,0.0,13,7,21,61,3779,2095,2,1.09,130.8,3.5,820.8,False,333
2022-06-25,20,5,6,False,None,28.69,82.14,7.88,0.0,55,45,53,68,3719,166,21,5.67,680.4,10.5,1896.7,True,354
2022-06-25,7,5,6,False,None,25.88,30.77,13.82,0.0,45,49,72,90,3432,1719,59,14.78,1773.6,43.5,290.8,False,164
2022-06-25,15,5,6,False,None,27.58,54.8,9.12,0.0,69,51,35,81,1114,2430,33,8.68,1041.6,31.5,915.9,False,83
2022-06-25,4,5,6,False,Festival,24.64,67.12,4.36,0.0,55,60,74,72,4603,1144,6,0.7,84.0,0.0,701.9,False,143
2022-06-25,17,5,6,False,None,27.08,50.43,25.24,0.0,31,19,21,66,4423,667,7,1.6,192.0,2.2,193.3,False,326
2022-06-25,19,5,6,True,None,25.82,42.6,13.51,0.0,12,52,77,114,1368,2338,5,0.89,106.8,1.6,969.3,False,15
